email,full_name,contact,degree,degree_score,type,job_post,aptitude_score,technical_score,personality_score,average_score,category,hr_id,date_of_interview
juanitahenley@gmail.com,Juanita Henley,8689361254,be_btech,84,Fresher,Associate Engineer,12,83,87,61,0,hr_asim,2006-07-10
shandaklar@gmail.com,Shanda Klar,8611588229,be_btech,90,Fresher,Associate Engineer,71,77,43,64,0,hr_asim,2006-07-10
raynaatkinson@gmail.com,Rayna Atkinson,8184941591,be_btech,79,Fresher,Associate Engineer,90,89,41,74,1,hr_asim,2006-07-10
amaliabuckingham@gmail.com,Amalia Buckingham,7987666058,be_btech,83,Fresher,Associate Engineer,82,57,45,62,0,hr_asim,2006-07-10
peterjones@gmail.com,Peter Jones,8050121159,be_btech,80,Fresher,Associate Engineer,10,38,86,45,0,hr_asim,2006-07-10
williamdiaz@gmail.com,William Diaz,7903257122,be_btech,72,Fresher,Associate Engineer,89,76,71,79,1,hr_asim,2006-07-10
kelleyevans@gmail.com,Kelley Evans,8548929383,be_btech,83,Fresher,Associate Engineer,32,77,48,53,0,hr_asim,2006-07-10
sandravigil@gmail.com,Sandra Vigil,8173016600,be_btech,87,Fresher,Associate Engineer,81,88,39,70,1,hr_asim,2006-07-10
marielemley@gmail.com,Marie Lemley,7972735668,be_btech,90,Fresher,Associate Engineer,85,64,38,63,0,hr_asim,2006-07-10
antionettewells@gmail.com,Antionette Wells,8731562622,be_btech,84,Fresher,Associate Engineer,87,80,59,76,1,hr_asim,2006-07-10
andreafraction@gmail.com,Andrea Fraction,8531214558,be_btech,93,Fresher,Associate Engineer,66,31,48,49,0,hr_asim,2006-07-10
maudiespoor@gmail.com,Maudie Spoor,8266305869,be_btech,99,Fresher,Associate Engineer,87,72,86,82,1,hr_asim,2006-07-10
samuelgammage@gmail.com,Samuel Gammage,8746559107,be_btech,77,Fresher,Associate Engineer,15,50,43,36,0,hr_asim,2006-07-10
vickiculver@gmail.com,Vicki Culver,8507440419,be_btech,66,Fresher,Associate Engineer,9,84,35,43,0,hr_asim,2006-07-10
christiehiestand@gmail.com,Christie Hiestand,8112472868,be_btech,87,Fresher,Associate Engineer,61,78,44,61,0,hr_asim,2006-07-10
lawrencehyland@gmail.com,Lawrence Hyland,7967060026,be_btech,91,Fresher,Associate Engineer,24,85,67,59,0,hr_asim,2006-07-10
johncameron@gmail.com,John Cameron,8274251144,be_btech,97,Fresher,Associate Engineer,48,47,66,54,0,hr_asim,2006-07-10
marydaughtridge@gmail.com,Mary Daughtridge,8351660697,be_btech,65,Fresher,Associate Engineer,81,35,49,55,0,hr_asim,2006-07-10
galinapina@gmail.com,Galina Pina,7906217987,be_btech,99,Fresher,Associate Engineer,0,60,70,44,0,hr_asim,2006-07-10
stephenhinton@gmail.com,Stephen Hinton,8280193225,be_btech,83,Fresher,Associate Engineer,54,36,95,62,0,hr_asim,2006-07-10
jamesgillham@gmail.com,James Gillham,8030306991,be_btech,67,Fresher,Associate Engineer,19,49,62,44,0,hr_asim,2006-07-10
luveniabosco@gmail.com,Luvenia Bosco,8491685249,be_btech,69,Fresher,Associate Engineer,73,47,34,52,0,hr_asim,2006-07-10
myrtlehowe@gmail.com,Myrtle Howe,8749381361,be_btech,75,Fresher,Associate Engineer,44,49,60,51,0,hr_asim,2006-07-10
nathanmays@gmail.com,Nathan Mays,8075586549,be_btech,64,Fresher,Associate Engineer,80,57,62,67,0,hr_asim,2006-07-10
jamescabrera@gmail.com,James Cabrera,8442136011,be_btech,70,Fresher,Associate Engineer,84,43,41,56,0,hr_asim,2006-07-10
annaboyett@gmail.com,Anna Boyett,8780091794,be_btech,99,Fresher,Associate Engineer,85,46,70,67,0,hr_asim,2006-07-10
ceciliacole@gmail.com,Cecilia Cole,8728172324,be_btech,85,Fresher,Associate Engineer,55,79,65,67,0,hr_asim,2006-07-10
graciahendrickson@gmail.com,Gracia Hendrickson,8675046481,be_btech,62,Fresher,Associate Engineer,84,33,92,70,1,hr_asim,2006-07-10
salliefallon@gmail.com,Sallie Fallon,8314819455,be_btech,61,Fresher,Associate Engineer,17,35,79,44,0,hr_asim,2006-07-10
thanhthompson@gmail.com,Thanh Thompson,8773600609,be_btech,90,Fresher,Associate Engineer,83,43,41,56,0,hr_asim,2006-07-10
johnsweeney@gmail.com,John Sweeney,8672245869,be_btech,86,Fresher,Associate Engineer,76,68,87,77,1,hr_asim,2006-07-10
ronaldbirdsong@gmail.com,Ronald Birdsong,8022796521,be_btech,90,Fresher,Associate Engineer,72,83,80,79,1,hr_asim,2006-07-10
jimreyes@gmail.com,Jim Reyes,8052561370,be_btech,64,Fresher,Associate Engineer,5,90,59,52,0,hr_asim,2006-07-10
pamelamitchell@gmail.com,Pamela Mitchell,8354678791,be_btech,96,Fresher,Associate Engineer,1,76,91,56,0,hr_asim,2006-07-10
grantdesano@gmail.com,Grant Desano,7919363693,be_btech,76,Fresher,Associate Engineer,31,74,84,63,0,hr_asim,2006-07-10
emmamartin@gmail.com,Emma Martin,8049044665,be_btech,79,Fresher,Associate Engineer,27,55,69,51,0,hr_asim,2006-07-10
jameskidwell@gmail.com,James Kidwell,8088949385,be_btech,83,Fresher,Associate Engineer,31,65,36,44,0,hr_asim,2006-07-10
marycopeland@gmail.com,Mary Copeland,8511406703,be_btech,85,Fresher,Associate Engineer,96,42,50,63,0,hr_asim,2006-07-10
lindagorney@gmail.com,Linda Gorney,8202829951,be_btech,67,Fresher,Associate Engineer,81,40,90,71,1,hr_asim,2006-07-10
gertrudeclark@gmail.com,Gertrude Clark,8116584419,be_btech,95,Fresher,Associate Engineer,69,42,78,63,0,hr_asim,2006-07-10
andrewscheffler@gmail.com,Andrew Scheffler,8204188772,be_btech,98,Fresher,Associate Engineer,23,85,79,63,0,hr_asim,2006-07-10
lindalassiter@gmail.com,Linda Lassiter,8418045830,be_btech,64,Fresher,Associate Engineer,88,86,60,78,1,hr_asim,2006-07-10
nancyferguson@gmail.com,Nancy Ferguson,7886955787,be_btech,80,Fresher,Associate Engineer,91,71,41,68,0,hr_asim,2006-07-10
conradhynes@gmail.com,Conrad Hynes,8682032728,be_btech,95,Fresher,Associate Engineer,69,32,64,55,0,hr_asim,2006-07-10
hectormorales@gmail.com,Hector Morales,8650586891,be_btech,75,Fresher,Associate Engineer,57,37,53,49,0,hr_asim,2006-07-10
michaelcook@gmail.com,Michael Cook,8383153866,be_btech,66,Fresher,Associate Engineer,98,79,72,83,1,hr_asim,2006-07-10
cynthiasifre@gmail.com,Cynthia Sifre,8083752988,be_btech,79,Fresher,Associate Engineer,4,90,34,43,0,hr_asim,2006-07-10
roydecook@gmail.com,Roy Decook,8677578219,be_btech,86,Fresher,Associate Engineer,37,75,35,49,0,hr_asim,2006-07-10
darlarutan@gmail.com,Darla Rutan,8024292768,be_btech,90,Fresher,Associate Engineer,2,44,31,26,0,hr_asim,2006-07-10
seanmcginley@gmail.com,Sean Mcginley,8409509777,be_btech,89,Fresher,Associate Engineer,11,57,62,44,0,hr_asim,2006-07-10
paulsilliman@gmail.com,Paul Silliman,8579391977,be_btech,80,Fresher,Associate Engineer,39,70,77,62,0,hr_asim,2006-07-10
karlszmidt@gmail.com,Karl Szmidt,8397011090,be_btech,68,Fresher,Associate Engineer,26,38,34,33,0,hr_asim,2006-07-10
jasonwaller@gmail.com,Jason Waller,8232509666,be_btech,76,Fresher,Associate Engineer,1,48,51,34,0,hr_asim,2006-07-10
elizabetherdman@gmail.com,Elizabeth Erdman,8667017535,be_btech,90,Fresher,Associate Engineer,52,55,34,47,0,hr_asim,2006-07-10
jasonfreeman@gmail.com,Jason Freeman,8731175811,be_btech,88,Fresher,Associate Engineer,19,60,38,39,0,hr_asim,2006-07-10
johnwhittman@gmail.com,John Whittman,8280238765,be_btech,93,Fresher,Associate Engineer,2,87,56,49,0,hr_asim,2006-07-10
glennfonder@gmail.com,Glenn Fonder,8292838044,be_btech,68,Fresher,Associate Engineer,2,64,86,51,0,hr_asim,2006-07-10
annsalter@gmail.com,Ann Salter,8094556677,be_btech,83,Fresher,Associate Engineer,76,50,37,55,0,hr_asim,2006-07-10
lisahartley@gmail.com,Lisa Hartley,8575951861,be_btech,72,Fresher,Associate Engineer,92,56,94,81,1,hr_asim,2006-07-10
doraredford@gmail.com,Dora Redford,8109255197,be_btech,94,Fresher,Associate Engineer,64,79,83,76,1,hr_asim,2006-07-10
albertabigelow@gmail.com,Alberta Bigelow,8461182292,be_btech,72,Fresher,Associate Engineer,70,66,50,62,0,hr_asim,2006-07-10
haroldbunton@gmail.com,Harold Bunton,8695625857,be_btech,64,Fresher,Associate Engineer,81,87,73,81,1,hr_asim,2006-07-10
larryrosa@gmail.com,Larry Rosa,8098087076,be_btech,83,Fresher,Associate Engineer,81,37,43,54,0,hr_asim,2006-07-10
jeromehood@gmail.com,Jerome Hood,8119277890,be_btech,96,Fresher,Associate Engineer,72,46,62,60,0,hr_asim,2006-07-10
austinlamphier@gmail.com,Austin Lamphier,8645934296,be_btech,73,Fresher,Associate Engineer,89,88,34,71,1,hr_asim,2006-07-10
bernicegentry@gmail.com,Bernice Gentry,8741652006,be_btech,75,Fresher,Associate Engineer,5,43,52,34,0,hr_asim,2006-07-10
debbiefrench@gmail.com,Debbie French,8314639600,be_btech,75,Fresher,Associate Engineer,36,45,78,53,0,hr_asim,2006-07-10
emilyrasmussen@gmail.com,Emily Rasmussen,8757135709,be_btech,85,Fresher,Associate Engineer,80,81,92,85,1,hr_asim,2006-07-10
juanpenna@gmail.com,Juan Penna,8128120377,be_btech,68,Fresher,Associate Engineer,69,53,68,64,0,hr_asim,2006-07-10
lucillemendoza@gmail.com,Lucille Mendoza,8174476731,be_btech,65,Fresher,Associate Engineer,58,71,93,74,1,hr_asim,2006-07-10
corneliuspeoples@gmail.com,Cornelius Peoples,8244264459,be_btech,74,Fresher,Associate Engineer,12,34,40,29,0,hr_asim,2006-07-10
williamdoughty@gmail.com,William Doughty,7915966823,be_btech,66,Fresher,Associate Engineer,16,61,52,43,0,hr_asim,2006-07-10
richardball@gmail.com,Richard Ball,8007915233,be_btech,76,Fresher,Associate Engineer,25,48,66,47,0,hr_asim,2006-07-10
annatowns@gmail.com,Anna Towns,8392969992,be_btech,83,Fresher,Associate Engineer,17,42,41,34,0,hr_asim,2006-07-10
carlodebord@gmail.com,Carlo Debord,8071408725,be_btech,80,Fresher,Associate Engineer,37,56,86,60,0,hr_asim,2006-07-10
phuongcass@gmail.com,Phuong Cass,8736006420,be_btech,91,Fresher,Associate Engineer,97,79,83,87,1,hr_asim,2006-07-10
lynettesmith@gmail.com,Lynette Smith,8163315007,be_btech,72,Fresher,Associate Engineer,3,35,31,23,0,hr_asim,2006-07-10
joelkelly@gmail.com,Joel Kelly,8415477970,be_btech,67,Fresher,Associate Engineer,38,77,82,66,0,hr_asim,2006-07-10
angelinaknightly@gmail.com,Angelina Knightly,8400126994,be_btech,68,Fresher,Associate Engineer,67,53,74,65,0,hr_asim,2006-07-10
virginiamccollum@gmail.com,Virginia Mccollum,7994305372,be_btech,61,Fresher,Associate Engineer,32,54,76,54,0,hr_asim,2006-07-10
samanthadillon@gmail.com,Samantha Dillon,8606250220,be_btech,84,Fresher,Associate Engineer,40,67,62,57,0,hr_asim,2006-07-10
maxiedarden@gmail.com,Maxie Darden,8006453385,be_btech,66,Fresher,Associate Engineer,9,61,51,41,0,hr_asim,2006-07-10
kathleenowens@gmail.com,Kathleen Owens,8523336007,be_btech,89,Fresher,Associate Engineer,42,80,87,70,1,hr_asim,2006-07-10
howardteasley@gmail.com,Howard Teasley,8710508742,be_btech,82,Fresher,Associate Engineer,7,38,94,47,0,hr_asim,2006-07-10
jeannegrisham@gmail.com,Jeanne Grisham,8708713877,be_btech,87,Fresher,Associate Engineer,27,67,84,60,0,hr_asim,2006-07-10
jameshayes@gmail.com,James Hayes,8622123603,be_btech,65,Fresher,Associate Engineer,33,47,72,51,0,hr_asim,2006-07-10
marciallen@gmail.com,Marci Allen,7909812833,be_btech,73,Fresher,Associate Engineer,53,30,34,39,0,hr_asim,2006-07-10
dianabrowning@gmail.com,Diana Browning,8762637685,be_btech,87,Fresher,Associate Engineer,80,57,79,72,1,hr_asim,2006-07-10
jerrycoleman@gmail.com,Jerry Coleman,8185509778,be_btech,89,Fresher,Associate Engineer,92,76,72,80,1,hr_asim,2006-07-10
rosemaryparker@gmail.com,Rosemary Parker,7969507105,be_btech,67,Fresher,Associate Engineer,79,31,47,53,0,hr_asim,2006-07-10
vernonallen@gmail.com,Vernon Allen,8311947393,be_btech,85,Fresher,Associate Engineer,57,78,56,64,0,hr_asim,2006-07-10
adriansims@gmail.com,Adrian Sims,8317764515,be_btech,98,Fresher,Associate Engineer,41,62,66,57,0,hr_asim,2006-07-10
amandasoto@gmail.com,Amanda Soto,7966576093,be_btech,76,Fresher,Associate Engineer,6,84,75,55,0,hr_asim,2006-07-10
jamesphillips@gmail.com,James Phillips,8588248575,be_btech,74,Fresher,Associate Engineer,76,54,34,55,0,hr_asim,2006-07-10
marthamoore@gmail.com,Martha Moore,8475783777,be_btech,79,Fresher,Associate Engineer,21,78,42,47,0,hr_asim,2006-07-10
pedrogrier@gmail.com,Pedro Grier,8176258703,be_btech,85,Fresher,Associate Engineer,9,77,71,53,0,hr_asim,2006-07-10
jessewinner@gmail.com,Jesse Winner,8091724531,be_btech,93,Fresher,Associate Engineer,88,48,91,76,1,hr_asim,2006-07-10
doreenalnutt@gmail.com,Doreen Alnutt,8412759626,be_btech,89,Fresher,Associate Engineer,16,61,79,52,0,hr_asim,2006-07-10
marcelleshorter@gmail.com,Marcelle Shorter,8052886172,be_btech,75,Fresher,Associate Engineer,75,82,91,83,1,hr_asim,2006-07-10
pennyrasmussen@gmail.com,Penny Rasmussen,8704258648,be_btech,92,Fresher,Associate Engineer,10,59,38,36,0,hr_asim,2006-07-10
racheljones@gmail.com,Rachel Jones,8603558725,be_btech,76,Fresher,Associate Engineer,24,67,32,41,0,hr_asim,2006-07-10
earlkemp@gmail.com,Earl Kemp,8008860753,be_btech,79,Fresher,Associate Engineer,51,39,78,56,0,hr_asim,2006-07-10
ericavaz@gmail.com,Erica Vaz,8754478387,be_btech,61,Fresher,Associate Engineer,14,53,79,49,0,hr_asim,2006-07-10
billycoffey@gmail.com,Billy Coffey,8757626807,be_btech,78,Fresher,Associate Engineer,21,64,33,40,0,hr_asim,2006-07-10
mariebuchanan@gmail.com,Marie Buchanan,8177307181,be_btech,83,Fresher,Associate Engineer,92,32,88,71,1,hr_asim,2006-07-10
nathanpaynes@gmail.com,Nathan Paynes,8459149788,be_btech,93,Fresher,Associate Engineer,61,47,63,57,0,hr_asim,2006-07-10
florencewilliams@gmail.com,Florence Williams,8458065406,be_btech,73,Fresher,Associate Engineer,83,45,48,59,0,hr_asim,2006-07-10
patrickcharles@gmail.com,Patrick Charles,8507715632,be_btech,66,Fresher,Associate Engineer,7,56,89,51,0,hr_asim,2006-07-10
vannessatorrez@gmail.com,Vannessa Torrez,8698573787,be_btech,86,Fresher,Associate Engineer,19,30,64,38,0,hr_asim,2006-07-10
kimtippin@gmail.com,Kim Tippin,8509103227,be_btech,76,Fresher,Associate Engineer,95,49,85,77,1,hr_asim,2006-07-10
elmacoles@gmail.com,Elma Coles,8400585290,be_btech,70,Fresher,Associate Engineer,80,49,88,73,1,hr_asim,2006-07-10
joannafolse@gmail.com,Joanna Folse,8751250617,be_btech,85,Fresher,Associate Engineer,3,39,84,42,0,hr_asim,2006-07-10
anthonymcgraw@gmail.com,Anthony Mcgraw,8124471526,be_btech,68,Fresher,Associate Engineer,99,49,41,63,0,hr_asim,2006-07-10
lucilleleahy@gmail.com,Lucille Leahy,8255900974,be_btech,88,Fresher,Associate Engineer,64,61,69,65,0,hr_asim,2006-07-10
stanleymiller@gmail.com,Stanley Miller,8046237670,be_btech,89,Fresher,Associate Engineer,0,88,70,53,0,hr_asim,2006-07-10
samueldrake@gmail.com,Samuel Drake,8678211109,be_btech,99,Fresher,Associate Engineer,64,38,56,53,0,hr_asim,2006-07-10
seanjaworowski@gmail.com,Sean Jaworowski,7913966083,be_btech,65,Fresher,Associate Engineer,99,66,91,86,1,hr_asim,2006-07-10
heatherweingarten@gmail.com,Heather Weingarten,8262266132,be_btech,69,Fresher,Associate Engineer,28,70,87,62,0,hr_asim,2006-07-10
juliesegura@gmail.com,Julie Segura,8192713686,be_btech,66,Fresher,Associate Engineer,74,80,49,68,0,hr_asim,2006-07-10
eileencapps@gmail.com,Eileen Capps,8641459169,be_btech,75,Fresher,Associate Engineer,27,83,85,65,0,hr_asim,2006-07-10
shaungaines@gmail.com,Shaun Gaines,8398590994,be_btech,82,Fresher,Associate Engineer,21,52,51,42,0,hr_asim,2006-07-10
kristopherdemar@gmail.com,Kristopher Demar,7896046995,be_btech,98,Fresher,Associate Engineer,87,86,66,80,1,hr_asim,2006-07-10
justinjones@gmail.com,Justin Jones,8685347428,be_btech,72,Fresher,Associate Engineer,43,84,58,62,0,hr_asim,2006-07-10
caseymulhall@gmail.com,Casey Mulhall,8678988479,be_btech,63,Fresher,Associate Engineer,78,67,89,78,1,hr_asim,2006-07-10
richardcook@gmail.com,Richard Cook,8757056723,be_btech,76,Fresher,Associate Engineer,49,78,32,53,0,hr_asim,2006-07-10
francisevans@gmail.com,Francis Evans,8767871596,be_btech,99,Fresher,Associate Engineer,22,42,57,41,0,hr_asim,2006-07-10
tanapiazza@gmail.com,Tana Piazza,8185041872,be_btech,85,Fresher,Associate Engineer,84,62,33,60,0,hr_asim,2006-07-10
angelacrisp@gmail.com,Angela Crisp,8156105988,be_btech,63,Fresher,Associate Engineer,62,75,49,62,0,hr_asim,2006-07-10
robinhelgeson@gmail.com,Robin Helgeson,8639556960,be_btech,93,Fresher,Associate Engineer,36,82,73,64,0,hr_asim,2006-07-10
kevinsanders@gmail.com,Kevin Sanders,8194664035,be_btech,88,Fresher,Associate Engineer,23,77,31,44,0,hr_asim,2006-07-10
natashiaclay@gmail.com,Natashia Clay,8395456596,be_btech,92,Fresher,Associate Engineer,39,78,49,56,0,hr_asim,2006-07-10
cathyayres@gmail.com,Cathy Ayres,7965672697,be_btech,75,Fresher,Associate Engineer,12,47,37,32,0,hr_asim,2006-07-10
richardwilson@gmail.com,Richard Wilson,8455010864,be_btech,66,Fresher,Associate Engineer,28,48,58,45,0,hr_asim,2006-07-10
sallydye@gmail.com,Sally Dye,8122828038,be_btech,82,Fresher,Associate Engineer,62,60,80,68,0,hr_asim,2006-07-10
jerrytorres@gmail.com,Jerry Torres,8647282409,be_btech,79,Fresher,Associate Engineer,86,76,76,80,1,hr_asim,2006-07-10
stephencampbell@gmail.com,Stephen Campbell,8681498368,be_btech,92,Fresher,Associate Engineer,39,61,30,44,0,hr_asim,2006-07-10
raymondcisneros@gmail.com,Raymond Cisneros,8418212882,be_btech,82,Fresher,Associate Engineer,96,50,46,64,0,hr_asim,2006-07-10
ritaward@gmail.com,Rita Ward,8566629719,be_btech,97,Fresher,Associate Engineer,13,84,43,47,0,hr_asim,2006-07-10
agnesmonro@gmail.com,Agnes Monro,8457314719,be_btech,74,Fresher,Associate Engineer,96,56,47,67,0,hr_asim,2006-07-10
hollyfriend@gmail.com,Holly Friend,8016471024,be_btech,62,Fresher,Associate Engineer,14,40,85,47,0,hr_asim,2006-07-10
michaelwilson@gmail.com,Michael Wilson,8771976124,be_btech,94,Fresher,Associate Engineer,12,56,84,51,0,hr_asim,2006-07-10
josephloftin@gmail.com,Joseph Loftin,8140007887,be_btech,78,Fresher,Associate Engineer,78,90,74,81,1,hr_asim,2006-07-10
barbarahuber@gmail.com,Barbara Huber,7972764792,be_btech,64,Fresher,Associate Engineer,97,72,60,77,1,hr_asim,2006-07-10
vickybrown@gmail.com,Vicky Brown,8585108553,be_btech,63,Fresher,Associate Engineer,48,67,33,50,0,hr_asim,2006-07-10
shirleyanderson@gmail.com,Shirley Anderson,8786575450,be_btech,86,Fresher,Associate Engineer,50,30,93,58,0,hr_asim,2006-07-10
allenwebster@gmail.com,Allen Webster,8660290074,be_btech,93,Fresher,Associate Engineer,88,63,78,77,1,hr_asim,2006-07-10
carriebeanblossom@gmail.com,Carrie Beanblossom,8393693823,be_btech,72,Fresher,Associate Engineer,32,59,60,51,0,hr_asim,2006-07-10
ronaldowings@gmail.com,Ronald Owings,8225398139,be_btech,71,Fresher,Associate Engineer,4,87,77,56,0,hr_asim,2006-07-10
sergiogaudino@gmail.com,Sergio Gaudino,8427546589,be_btech,77,Fresher,Associate Engineer,70,75,93,80,1,hr_asim,2006-07-10
briandunlap@gmail.com,Brian Dunlap,8011890844,be_btech,86,Fresher,Associate Engineer,91,58,94,81,1,hr_asim,2006-07-10
johnkenoyer@gmail.com,John Kenoyer,7926279888,be_btech,96,Fresher,Associate Engineer,19,34,80,45,0,hr_asim,2006-07-10
clarencepride@gmail.com,Clarence Pride,8182910423,be_btech,99,Fresher,Associate Engineer,9,86,54,50,0,hr_asim,2006-07-10
lauramccarthy@gmail.com,Laura Mccarthy,8694895338,be_btech,66,Fresher,Associate Engineer,33,65,87,62,0,hr_asim,2006-07-10
edgarwills@gmail.com,Edgar Wills,8688960787,be_btech,93,Fresher,Associate Engineer,51,47,52,50,0,hr_asim,2006-07-10
jungcox@gmail.com,Jung Cox,8111269724,be_btech,73,Fresher,Associate Engineer,2,76,86,55,0,hr_asim,2006-07-10
allisonpowell@gmail.com,Allison Powell,8529532258,be_btech,76,Fresher,Associate Engineer,68,38,93,67,0,hr_asim,2006-07-10
dennisadams@gmail.com,Dennis Adams,8251092552,be_btech,78,Fresher,Associate Engineer,13,75,95,61,0,hr_asim,2006-07-10
marvinyong@gmail.com,Marvin Yong,8235624608,be_btech,82,Fresher,Associate Engineer,29,59,30,40,0,hr_asim,2006-07-10
tracyroberts@gmail.com,Tracy Roberts,7878727097,be_btech,70,Fresher,Associate Engineer,98,55,58,71,1,hr_asim,2006-07-10
imogeneblair@gmail.com,Imogene Blair,8265102904,be_btech,90,Fresher,Associate Engineer,27,58,53,46,0,hr_asim,2006-07-10
shawnaarmijo@gmail.com,Shawna Armijo,8712062331,be_btech,61,Fresher,Associate Engineer,67,39,86,64,0,hr_asim,2006-07-10
tracymcanally@gmail.com,Tracy Mcanally,7947633877,be_btech,80,Fresher,Associate Engineer,47,40,60,49,0,hr_asim,2006-07-10
bradmatthews@gmail.com,Brad Matthews,8571934897,be_btech,78,Fresher,Associate Engineer,11,61,50,41,0,hr_asim,2006-07-10
margaretbixler@gmail.com,Margaret Bixler,8410495328,be_btech,87,Fresher,Associate Engineer,0,43,40,28,0,hr_asim,2006-07-10
darinibanez@gmail.com,Darin Ibanez,8379039265,be_btech,86,Fresher,Associate Engineer,35,82,84,67,0,hr_asim,2006-07-10
scottfelberbaum@gmail.com,Scott Felberbaum,8561645918,be_btech,90,Fresher,Associate Engineer,90,60,52,68,0,hr_asim,2006-07-10
heidisikes@gmail.com,Heidi Sikes,8585127073,be_btech,82,Fresher,Associate Engineer,2,58,93,51,0,hr_asim,2006-07-10
judithledford@gmail.com,Judith Ledford,8662130705,be_btech,67,Fresher,Associate Engineer,11,57,34,34,0,hr_asim,2006-07-10
natalieclose@gmail.com,Natalie Close,8108170559,be_btech,96,Fresher,Associate Engineer,73,73,65,71,1,hr_asim,2006-07-10
evelyncale@gmail.com,Evelyn Cale,7895420234,be_btech,67,Fresher,Associate Engineer,30,54,45,43,0,hr_asim,2006-07-10
lyndalosacco@gmail.com,Lynda Losacco,8003513346,be_btech,69,Fresher,Associate Engineer,52,44,69,55,0,hr_asim,2006-07-10
annieward@gmail.com,Annie Ward,8046168003,be_btech,66,Fresher,Associate Engineer,45,53,89,63,0,hr_asim,2006-07-10
violetkounthapanya@gmail.com,Violet Kounthapanya,8397758713,be_btech,97,Fresher,Associate Engineer,80,40,58,60,0,hr_asim,2006-07-10
tinanewton@gmail.com,Tina Newton,8616337865,be_btech,82,Fresher,Associate Engineer,0,75,89,55,0,hr_asim,2006-07-10
williambrock@gmail.com,William Brock,8537671432,be_btech,99,Fresher,Associate Engineer,46,89,84,73,1,hr_ankit,2007-12-16
thomasware@gmail.com,Thomas Ware,8491385491,be_btech,83,Fresher,Associate Engineer,63,70,93,76,1,hr_ankit,2007-12-16
cynthiarivera@gmail.com,Cynthia Rivera,7879285541,be_btech,84,Fresher,Associate Engineer,54,33,74,54,0,hr_ankit,2007-12-16
bricesaylor@gmail.com,Brice Saylor,8045699107,be_btech,73,Fresher,Associate Engineer,28,81,88,66,0,hr_ankit,2007-12-16
robertsingleton@gmail.com,Robert Singleton,7958982066,be_btech,88,Fresher,Associate Engineer,14,43,76,45,0,hr_ankit,2007-12-16
jefferyjones@gmail.com,Jeffery Jones,8013304653,be_btech,61,Fresher,Associate Engineer,72,75,44,64,0,hr_ankit,2007-12-16
reginaahart@gmail.com,Regina Ahart,8784798825,be_btech,65,Fresher,Associate Engineer,74,58,39,57,0,hr_ankit,2007-12-16
josephwalton@gmail.com,Joseph Walton,8193645870,be_btech,95,Fresher,Associate Engineer,0,68,40,36,0,hr_ankit,2007-12-16
andrewholland@gmail.com,Andrew Holland,8537750205,be_btech,93,Fresher,Associate Engineer,99,56,50,69,0,hr_ankit,2007-12-16
glennsimms@gmail.com,Glenn Simms,8685625953,be_btech,67,Fresher,Associate Engineer,7,67,40,38,0,hr_ankit,2007-12-16
victoriacresswell@gmail.com,Victoria Cresswell,8713046258,be_btech,77,Fresher,Associate Engineer,3,88,84,59,0,hr_ankit,2007-12-16
jasondavis@gmail.com,Jason Davis,8613146252,be_btech,87,Fresher,Associate Engineer,11,44,36,31,0,hr_ankit,2007-12-16
chuckpuckett@gmail.com,Chuck Puckett,8067036917,be_btech,71,Fresher,Associate Engineer,0,39,93,44,0,hr_ankit,2007-12-16
josephrodriguez@gmail.com,Joseph Rodriguez,8267339024,be_btech,94,Fresher,Associate Engineer,97,39,61,66,0,hr_ankit,2007-12-16
evablankenship@gmail.com,Eva Blankenship,8075334802,be_btech,63,Fresher,Associate Engineer,31,73,87,64,0,hr_ankit,2007-12-16
mauriciocarroll@gmail.com,Mauricio Carroll,8125899467,be_btech,68,Fresher,Associate Engineer,65,50,94,70,1,hr_ankit,2007-12-16
paulkern@gmail.com,Paul Kern,8174311100,be_btech,85,Fresher,Associate Engineer,46,41,63,50,0,hr_ankit,2007-12-16
leonwhitecotton@gmail.com,Leon Whitecotton,8115657629,be_btech,98,Fresher,Associate Engineer,26,61,42,43,0,hr_ankit,2007-12-16
katherinecostello@gmail.com,Katherine Costello,8082407115,be_btech,92,Fresher,Associate Engineer,45,75,55,59,0,hr_ankit,2007-12-16
gregfields@gmail.com,Greg Fields,7963296567,be_btech,72,Fresher,Associate Engineer,31,89,65,62,0,hr_ankit,2007-12-16
debbiecornman@gmail.com,Debbie Cornman,8533931014,be_btech,84,Fresher,Associate Engineer,67,53,39,53,0,hr_ankit,2007-12-16
lydiafleming@gmail.com,Lydia Fleming,8422193440,be_btech,84,Fresher,Associate Engineer,76,63,73,71,1,hr_ankit,2007-12-16
donaldweeks@gmail.com,Donald Weeks,8053395417,be_btech,93,Fresher,Associate Engineer,79,47,77,68,0,hr_ankit,2007-12-16
ronaldkaiser@gmail.com,Ronald Kaiser,8558934256,be_btech,71,Fresher,Associate Engineer,64,50,36,50,0,hr_ankit,2007-12-16
brittanyrasset@gmail.com,Brittany Rasset,8743406489,be_btech,71,Fresher,Associate Engineer,46,68,85,67,0,hr_ankit,2007-12-16
